case_id,part_id,part_type,line,activity,area,resource,timestamp,duration_minutes
WO-0125,PART-2163,Bracket,Line-A,Packaging,PKG,Pack-01,2024-06-09 10:04:00,11
WO-0171,PART-4342,Bracket,Line-A,Quality Check,QC,QA-05,2024-06-09 10:24:00,44
WO-0125,PART-2163,Bracket,Line-A,Manual Repair,ASM,Cell-02,2024-06-09 10:29:00,94
WO-0144,PART-9043,Pump Housing,Line-A,Quality Check,QC,QA-05,2024-06-09 10:48:00,51
WO-0298,PART-3730,Bracket,Line-B,Quality Check,QC,QA-02,2024-06-09 11:19:00,25
WO-0171,PART-4342,Bracket,Line-A,Packaging,PKG,Pack-01,2024-06-09 11:31:00,20
WO-0244,PART-3354,Bracket,Line-B,Quality Check,QC,QA-05,2024-06-09 11:33:00,38
WO-0144,PART-9043,Pump Housing,Line-A,Packaging,PKG,Pack-02,2024-06-09 11:43:00,30
WO-0171,PART-4342,Bracket,Line-A,Manual Repair,ASM,Cell-01,2024-06-09 11:53:00,62
WO-0298,PART-3730,Bracket,Line-B,Packaging,PKG,Pack-02,2024-06-09 12:04:00,20
WO-0144,PART-9043,Pump Housing,Line-A,Manual Repair,ASM,Cell-02,2024-06-09 12:20:00,77
WO-0129,PART-5006,Valve Body,Line-B,Quality Check,QC,QA-02,2024-06-09 12:22:00,43
WO-0244,PART-3354,Bracket,Line-B,Packaging,PKG,Pack-01,2024-06-09 12:32:00,28
WO-0129,PART-5006,Valve Body,Line-B,Packaging,PKG,Pack-01,2024-06-09 13:23:00,11
WO-0125,PART-2163,Bracket,Line-A,Shipment,SHIP,Dock-01,2024-06-09 13:28:00,0
WO-0244,PART-3354,Bracket,Line-B,Shipment,SHIP,Dock-01,2024-06-09 13:41:00,0
WO-0298,PART-3730,Bracket,Line-B,Shipment,SHIP,Dock-01,2024-06-09 13:45:00,0
WO-0129,PART-5006,Valve Body,Line-B,Shipment,SHIP,Dock-01,2024-06-09 13:58:00,0
WO-0144,PART-9043,Pump Housing,Line-A,Shipment,SHIP,Dock-01,2024-06-09 14:05:00,0
WO-0171,PART-4342,Bracket,Line-A,Shipment,SHIP,Dock-01,2024-06-09 14:22:00,0
WO-0142,PART-3725,Manifold,Line-B,Cutting,CUT,Laser-01,2024-06-09 14:49:00,50
WO-0255,PART-8803,Bracket,Line-A,Cutting,CUT,Laser-01,2024-06-09 15:25:00,36
WO-0003,PART-2307,Pump Housing,Line-A,Cutting,CUT,Laser-01,2024-06-09 15:35:00,43
WO-0142,PART-3725,Manifold,Line-B,CNC Machining,CNC,CNC-12,2024-06-09 15:46:00,87
WO-0046,PART-7038,Rotor,Line-C,Cutting,CUT,Laser-01,2024-06-09 16:05:00,26
WO-0255,PART-8803,Bracket,Line-A,CNC Machining,CNC,CNC-12,2024-06-09 16:19:00,85
WO-0003,PART-2307,Pump Housing,Line-A,CNC Machining,CNC,CNC-12,2024-06-09 16:31:00,75
WO-0046,PART-7038,Rotor,Line-C,CNC Machining,CNC,CNC-19,2024-06-09 16:48:00,33
WO-0142,PART-3725,Manifold,Line-B,Surface Prep,PREP,Prep-01,2024-06-09 17:16:00,24
WO-0158,PART-6113,Pump Housing,Line-A,Cutting,CUT,Laser-01,2024-06-09 17:28:00,24
WO-0046,PART-7038,Rotor,Line-C,Surface Prep,PREP,Prep-01,2024-06-09 17:40:00,25
WO-0142,PART-3725,Manifold,Line-B,Assembly,ASM,Cell-01,2024-06-09 17:52:00,73
WO-0255,PART-8803,Bracket,Line-A,Surface Prep,PREP,Prep-03,2024-06-09 17:55:00,44
WO-0158,PART-6113,Pump Housing,Line-A,CNC Machining,CNC,CNC-15,2024-06-09 18:03:00,67
WO-0003,PART-2307,Pump Housing,Line-A,Surface Prep,PREP,Prep-01,2024-06-09 18:09:00,23
WO-0046,PART-7038,Rotor,Line-C,Assembly,ASM,Cell-04,2024-06-09 18:27:00,48
WO-0255,PART-8803,Bracket,Line-A,Assembly,ASM,Cell-02,2024-06-09 18:53:00,126
WO-0003,PART-2307,Pump Housing,Line-A,Assembly,ASM,Cell-01,2024-06-09 18:53:00,121
WO-0142,PART-3725,Manifold,Line-B,Quality Check,QC,QA-02,2024-06-09 19:09:00,41
WO-0073,PART-4048,Manifold,Line-C,Cutting,CUT,Laser-02,2024-06-09 19:20:00,36
WO-0046,PART-7038,Rotor,Line-C,Quality Check,QC,QA-05,2024-06-09 19:31:00,39
WO-0158,PART-6113,Pump Housing,Line-A,Surface Prep,PREP,Prep-03,2024-06-09 19:35:00,31
WO-0154,PART-5250,Manifold,Line-B,Cutting,CUT,Laser-01,2024-06-09 20:02:00,56
WO-0142,PART-3725,Manifold,Line-B,Packaging,PKG,Pack-01,2024-06-09 20:04:00,15
WO-0073,PART-4048,Manifold,Line-C,CNC Machining,CNC,CNC-15,2024-06-09 20:04:00,108
WO-0046,PART-7038,Rotor,Line-C,Packaging,PKG,Pack-01,2024-06-09 20:15:00,14
WO-0158,PART-6113,Pump Housing,Line-A,Assembly,ASM,Cell-01,2024-06-09 20:21:00,127
WO-0142,PART-3725,Manifold,Line-B,Shipment,SHIP,Dock-01,2024-06-09 20:59:00,0
WO-0154,PART-5250,Manifold,Line-B,CNC Machining,CNC,CNC-19,2024-06-09 21:10:00,58
WO-0003,PART-2307,Pump Housing,Line-A,Assembly Rework,ASM,Cell-01,2024-06-09 21:13:00,71
WO-0255,PART-8803,Bracket,Line-A,Quality Check,QC,QA-02,2024-06-09 21:17:00,22
WO-0046,PART-7038,Rotor,Line-C,Shipment,SHIP,Dock-01,2024-06-09 21:45:00,0
WO-0255,PART-8803,Bracket,Line-A,Packaging,PKG,Pack-02,2024-06-09 21:58:00,30
WO-0073,PART-4048,Manifold,Line-C,Surface Prep,PREP,Prep-03,2024-06-09 22:16:00,44
WO-0154,PART-5250,Manifold,Line-B,Surface Prep,PREP,Prep-03,2024-06-09 22:27:00,35
WO-0003,PART-2307,Pump Housing,Line-A,Quality Check,QC,QA-05,2024-06-09 22:31:00,49
WO-0158,PART-6113,Pump Housing,Line-A,Quality Check,QC,QA-05,2024-06-09 22:40:00,51
WO-0073,PART-4048,Manifold,Line-C,Assembly,ASM,Cell-01,2024-06-09 23:08:00,55
WO-0154,PART-5250,Manifold,Line-B,Assembly,ASM,Cell-04,2024-06-09 23:25:00,85
WO-0255,PART-8803,Bracket,Line-A,Shipment,SHIP,Dock-01,2024-06-09 23:27:00,0
WO-0003,PART-2307,Pump Housing,Line-A,Packaging,PKG,Pack-01,2024-06-09 23:30:00,30
WO-0158,PART-6113,Pump Housing,Line-A,Packaging,PKG,Pack-02,2024-06-09 23:39:00,15
WO-0073,PART-4048,Manifold,Line-C,Quality Check,QC,QA-02,2024-06-10 00:07:00,48
WO-0158,PART-6113,Pump Housing,Line-A,Shipment,SHIP,Dock-01,2024-06-10 00:22:00,0
WO-0003,PART-2307,Pump Housing,Line-A,Shipment,SHIP,Dock-01,2024-06-10 00:40:00,0
WO-0147,PART-2425,Manifold,Line-C,Cutting,CUT,Laser-02,2024-06-10 01:00:00,53
WO-0154,PART-5250,Manifold,Line-B,Quality Check,QC,QA-02,2024-06-10 01:01:00,30
WO-0073,PART-4048,Manifold,Line-C,Packaging,PKG,Pack-01,2024-06-10 01:19:00,24
WO-0154,PART-5250,Manifold,Line-B,Packaging,PKG,Pack-02,2024-06-10 01:42:00,13
WO-0147,PART-2425,Manifold,Line-C,CNC Machining,CNC,CNC-19,2024-06-10 01:55:00,119
WO-0073,PART-4048,Manifold,Line-C,Manual Repair,ASM,Cell-04,2024-06-10 02:06:00,70
WO-0004,PART-4752,Valve Body,Line-B,Cutting,CUT,Laser-02,2024-06-10 03:05:00,56
WO-0154,PART-5250,Manifold,Line-B,Shipment,SHIP,Dock-01,2024-06-10 03:22:00,0
WO-0004,PART-4752,Valve Body,Line-B,CNC Machining,CNC,CNC-15,2024-06-10 04:09:00,113
WO-0147,PART-2425,Manifold,Line-C,Surface Prep,PREP,Prep-03,2024-06-10 04:14:00,31
WO-0073,PART-4048,Manifold,Line-C,Shipment,SHIP,Dock-01,2024-06-10 04:49:00,0
WO-0147,PART-2425,Manifold,Line-C,Assembly,ASM,Cell-01,2024-06-10 04:50:00,93
WO-0004,PART-4752,Valve Body,Line-B,Surface Prep,PREP,Prep-03,2024-06-10 06:16:00,43
WO-0147,PART-2425,Manifold,Line-C,Quality Check,QC,QA-02,2024-06-10 06:29:00,56
WO-0004,PART-4752,Valve Body,Line-B,Assembly,ASM,Cell-01,2024-06-10 07:05:00,73
WO-0147,PART-2425,Manifold,Line-C,Packaging,PKG,Pack-01,2024-06-10 07:30:00,28
WO-0004,PART-4752,Valve Body,Line-B,Assembly Rework,ASM,Cell-04,2024-06-10 08:27:00,72
WO-0147,PART-2425,Manifold,Line-C,Shipment,SHIP,Dock-01,2024-06-10 09:03:00,0
WO-0086,PART-4814,Valve Body,Line-A,Cutting,CUT,Laser-01,2024-06-10 09:43:00,28
WO-0221,PART-2467,Valve Body,Line-C,Cutting,CUT,Laser-02,2024-06-10 09:52:00,40
WO-0004,PART-4752,Valve Body,Line-B,Quality Check,QC,QA-05,2024-06-10 09:58:00,36
WO-0055,PART-8957,Bracket,Line-B,Cutting,CUT,Laser-02,2024-06-10 10:11:00,27
WO-0086,PART-4814,Valve Body,Line-A,CNC Machining,CNC,CNC-15,2024-06-10 10:30:00,50
WO-0055,PART-8957,Bracket,Line-B,CNC Machining,CNC,CNC-15,2024-06-10 10:53:00,44
WO-0221,PART-2467,Valve Body,Line-C,CNC Machining,CNC,CNC-12,2024-06-10 10:53:00,113
WO-0004,PART-4752,Valve Body,Line-B,Packaging,PKG,Pack-02,2024-06-10 10:54:00,22
WO-0077,PART-5336,Pump Housing,Line-C,Cutting,CUT,Laser-02,2024-06-10 11:30:00,60
WO-0086,PART-4814,Valve Body,Line-A,Surface Prep,PREP,Prep-03,2024-06-10 11:42:00,44
WO-0004,PART-4752,Valve Body,Line-B,Shipment,SHIP,Dock-01,2024-06-10 11:52:00,0
WO-0055,PART-8957,Bracket,Line-B,Surface Prep,PREP,Prep-03,2024-06-10 12:00:00,36
WO-0110,PART-9755,Bracket,Line-C,Cutting,CUT,Laser-01,2024-06-10 12:26:00,43
WO-0086,PART-4814,Valve Body,Line-A,Assembly,ASM,Cell-01,2024-06-10 12:43:00,123
WO-0077,PART-5336,Pump Housing,Line-C,CNC Machining,CNC,CNC-15,2024-06-10 12:52:00,68
WO-0055,PART-8957,Bracket,Line-B,Assembly,ASM,Cell-02,2024-06-10 12:54:00,125
WO-0221,PART-2467,Valve Body,Line-C,Surface Prep,PREP,Prep-03,2024-06-10 12:57:00,20
WO-0110,PART-9755,Bracket,Line-C,CNC Machining,CNC,CNC-19,2024-06-10 13:14:00,61
WO-0221,PART-2467,Valve Body,Line-C,Assembly,ASM,Cell-02,2024-06-10 13:38:00,145
WO-0107,PART-3739,Manifold,Line-B,Cutting,CUT,Laser-02,2024-06-10 13:58:00,43
WO-0077,PART-5336,Pump Housing,Line-C,Surface Prep,PREP,Prep-03,2024-06-10 14:09:00,40
WO-0199,PART-8749,Valve Body,Line-A,Cutting,CUT,Laser-02,2024-06-10 14:12:00,60
WO-0110,PART-9755,Bracket,Line-C,Surface Prep,PREP,Prep-01,2024-06-10 14:38:00,26
WO-0107,PART-3739,Manifold,Line-B,CNC Machining,CNC,CNC-15,2024-06-10 14:50:00,110
WO-0086,PART-4814,Valve Body,Line-A,Assembly Rework,ASM,Cell-02,2024-06-10 14:57:00,45
WO-0077,PART-5336,Pump Housing,Line-C,Assembly,ASM,Cell-01,2024-06-10 15:00:00,98
WO-0055,PART-8957,Bracket,Line-B,Assembly Rework,ASM,Cell-02,2024-06-10 15:02:00,39
WO-0110,PART-9755,Bracket,Line-C,Assembly,ASM,Cell-01,2024-06-10 15:26:00,118
WO-0199,PART-8749,Valve Body,Line-A,CNC Machining,CNC,CNC-15,2024-06-10 15:29:00,68
WO-0055,PART-8957,Bracket,Line-B,Quality Check,QC,QA-02,2024-06-10 16:02:00,23
WO-0086,PART-4814,Valve Body,Line-A,Quality Check,QC,QA-02,2024-06-10 16:04:00,23
WO-0221,PART-2467,Valve Body,Line-C,Quality Check,QC,QA-05,2024-06-10 16:24:00,29
WO-0055,PART-8957,Bracket,Line-B,Packaging,PKG,Pack-01,2024-06-10 16:33:00,19
WO-0273,PART-9698,Valve Body,Line-B,Cutting,CUT,Laser-01,2024-06-10 16:35:00,59
WO-0086,PART-4814,Valve Body,Line-A,Packaging,PKG,Pack-01,2024-06-10 16:49:00,28
WO-0221,PART-2467,Valve Body,Line-C,Packaging,PKG,Pack-01,2024-06-10 16:56:00,17
WO-0199,PART-8749,Valve Body,Line-A,Surface Prep,PREP,Prep-01,2024-06-10 16:56:00,42
WO-0107,PART-3739,Manifold,Line-B,Surface Prep,PREP,Prep-01,2024-06-10 17:01:00,34
WO-0077,PART-5336,Pump Housing,Line-C,Quality Check,QC,QA-02,2024-06-10 17:02:00,23
WO-0121,PART-8230,Manifold,Line-A,Cutting,CUT,Laser-02,2024-06-10 17:38:00,28
WO-0077,PART-5336,Pump Housing,Line-C,Packaging,PKG,Pack-02,2024-06-10 17:41:00,23
WO-0110,PART-9755,Bracket,Line-C,Quality Check,QC,QA-05,2024-06-10 17:44:00,45
WO-0055,PART-8957,Bracket,Line-B,Shipment,SHIP,Dock-01,2024-06-10 17:45:00,0
WO-0118,PART-6744,Bracket,Line-C,Cutting,CUT,Laser-01,2024-06-10 17:50:00,33
WO-0086,PART-4814,Valve Body,Line-A,Shipment,SHIP,Dock-01,2024-06-10 17:50:00,0
WO-0107,PART-3739,Manifold,Line-B,Assembly,ASM,Cell-01,2024-06-10 17:51:00,53
WO-0199,PART-8749,Valve Body,Line-A,Assembly,ASM,Cell-04,2024-06-10 17:52:00,52
WO-0221,PART-2467,Valve Body,Line-C,Shipment,SHIP,Dock-01,2024-06-10 17:56:00,0
WO-0273,PART-9698,Valve Body,Line-B,CNC Machining,CNC,CNC-19,2024-06-10 17:57:00,40
WO-0121,PART-8230,Manifold,Line-A,CNC Machining,CNC,CNC-12,2024-06-10 18:13:00,65
WO-0077,PART-5336,Pump Housing,Line-C,Manual Repair,ASM,Cell-02,2024-06-10 18:20:00,56
WO-0118,PART-6744,Bracket,Line-C,CNC Machining,CNC,CNC-15,2024-06-10 18:26:00,102
WO-0110,PART-9755,Bracket,Line-C,Packaging,PKG,Pack-01,2024-06-10 18:44:00,13
WO-0273,PART-9698,Valve Body,Line-B,Surface Prep,PREP,Prep-01,2024-06-10 18:49:00,38
WO-0199,PART-8749,Valve Body,Line-A,Quality Check,QC,QA-02,2024-06-10 18:51:00,23
WO-0107,PART-3739,Manifold,Line-B,Assembly Rework,ASM,Cell-02,2024-06-10 18:55:00,25
WO-0199,PART-8749,Valve Body,Line-A,Packaging,PKG,Pack-01,2024-06-10 19:24:00,25
WO-0107,PART-3739,Manifold,Line-B,Quality Check,QC,QA-05,2024-06-10 19:32:00,59
WO-0121,PART-8230,Manifold,Line-A,Surface Prep,PREP,Prep-03,2024-06-10 19:40:00,26
WO-0273,PART-9698,Valve Body,Line-B,Assembly,ASM,Cell-02,2024-06-10 19:45:00,126
WO-0121,PART-8230,Manifold,Line-A,Assembly,ASM,Cell-04,2024-06-10 20:10:00,87
WO-0110,PART-9755,Bracket,Line-C,Shipment,SHIP,Dock-01,2024-06-10 20:17:00,0
WO-0077,PART-5336,Pump Housing,Line-C,Shipment,SHIP,Dock-01,2024-06-10 20:27:00,0
WO-0118,PART-6744,Bracket,Line-C,Surface Prep,PREP,Prep-01,2024-06-10 20:27:00,23
WO-0107,PART-3739,Manifold,Line-B,Packaging,PKG,Pack-02,2024-06-10 20:43:00,24
WO-0199,PART-8749,Valve Body,Line-A,Shipment,SHIP,Dock-01,2024-06-10 20:48:00,0
WO-0118,PART-6744,Bracket,Line-C,Assembly,ASM,Cell-02,2024-06-10 21:02:00,130
WO-0273,PART-9698,Valve Body,Line-B,Quality Check,QC,QA-05,2024-06-10 21:54:00,27
WO-0121,PART-8230,Manifold,Line-A,Assembly Rework,ASM,Cell-01,2024-06-10 21:59:00,35
WO-0273,PART-9698,Valve Body,Line-B,Packaging,PKG,Pack-01,2024-06-10 22:34:00,24
WO-0107,PART-3739,Manifold,Line-B,Shipment,SHIP,Dock-01,2024-06-10 22:48:00,0
WO-0121,PART-8230,Manifold,Line-A,Quality Check,QC,QA-05,2024-06-10 22:48:00,60
WO-0118,PART-6744,Bracket,Line-C,Assembly Rework,ASM,Cell-02,2024-06-10 23:23:00,61
WO-0265,PART-7060,Bracket,Line-A,Cutting,CUT,Laser-01,2024-06-10 23:34:00,28
WO-0121,PART-8230,Manifold,Line-A,Packaging,PKG,Pack-02,2024-06-11 00:13:00,17
WO-0265,PART-7060,Bracket,Line-A,CNC Machining,CNC,CNC-15,2024-06-11 00:24:00,108
WO-0273,PART-9698,Valve Body,Line-B,Shipment,SHIP,Dock-01,2024-06-11 00:32:00,0
WO-0118,PART-6744,Bracket,Line-C,Quality Check,QC,QA-02,2024-06-11 00:42:00,26
WO-0121,PART-8230,Manifold,Line-A,Material Hold,HOLD,Planner,2024-06-11 00:52:00,168
WO-0233,PART-8794,Manifold,Line-B,Cutting,CUT,Laser-02,2024-06-11 01:19:00,35
WO-0118,PART-6744,Bracket,Line-C,Packaging,PKG,Pack-02,2024-06-11 01:23:00,11
WO-0118,PART-6744,Bracket,Line-C,Manual Repair,ASM,Cell-04,2024-06-11 01:56:00,46
WO-0233,PART-8794,Manifold,Line-B,CNC Machining,CNC,CNC-19,2024-06-11 02:15:00,110
WO-0265,PART-7060,Bracket,Line-A,Surface Prep,PREP,Prep-03,2024-06-11 02:19:00,15
WO-0265,PART-7060,Bracket,Line-A,Assembly,ASM,Cell-01,2024-06-11 02:38:00,40
WO-0265,PART-7060,Bracket,Line-A,Assembly Rework,ASM,Cell-04,2024-06-11 03:25:00,30
WO-0118,PART-6744,Bracket,Line-C,Shipment,SHIP,Dock-01,2024-06-11 03:39:00,0
WO-0121,PART-8230,Manifold,Line-A,Shipment,SHIP,Dock-01,2024-06-11 03:50:00,0
WO-0089,PART-5272,Manifold,Line-A,Cutting,CUT,Laser-01,2024-06-11 03:58:00,39
WO-0233,PART-8794,Manifold,Line-B,Surface Prep,PREP,Prep-01,2024-06-11 04:13:00,16
WO-0265,PART-7060,Bracket,Line-A,Quality Check,QC,QA-05,2024-06-11 04:17:00,57
WO-0233,PART-8794,Manifold,Line-B,Assembly,ASM,Cell-04,2024-06-11 04:35:00,47
WO-0089,PART-5272,Manifold,Line-A,CNC Machining,CNC,CNC-15,2024-06-11 04:47:00,113
WO-0265,PART-7060,Bracket,Line-A,Packaging,PKG,Pack-01,2024-06-11 05:29:00,25
WO-0233,PART-8794,Manifold,Line-B,Assembly Rework,ASM,Cell-01,2024-06-11 05:35:00,27
WO-0033,PART-3564,Valve Body,Line-B,Cutting,CUT,Laser-01,2024-06-11 06:02:00,22
WO-0233,PART-8794,Manifold,Line-B,Quality Check,QC,QA-05,2024-06-11 06:05:00,56
WO-0033,PART-3564,Valve Body,Line-B,CNC Machining,CNC,CNC-15,2024-06-11 06:35:00,120
WO-0265,PART-7060,Bracket,Line-A,Shipment,SHIP,Dock-01,2024-06-11 06:46:00,0
WO-0050,PART-9408,Bracket,Line-A,Cutting,CUT,Laser-02,2024-06-11 06:51:00,22
WO-0089,PART-5272,Manifold,Line-A,Surface Prep,PREP,Prep-01,2024-06-11 07:04:00,22
WO-0233,PART-8794,Manifold,Line-B,Packaging,PKG,Pack-01,2024-06-11 07:13:00,12
WO-0050,PART-9408,Bracket,Line-A,CNC Machining,CNC,CNC-12,2024-06-11 07:29:00,112
WO-0089,PART-5272,Manifold,Line-A,Assembly,ASM,Cell-02,2024-06-11 07:49:00,55
WO-0233,PART-8794,Manifold,Line-B,Shipment,SHIP,Dock-01,2024-06-11 08:02:00,0
WO-0250,PART-7974,Bracket,Line-A,Cutting,CUT,Laser-02,2024-06-11 08:09:00,48
WO-0183,PART-6918,Manifold,Line-B,Cutting,CUT,Laser-01,2024-06-11 08:17:00,40
WO-0089,PART-5272,Manifold,Line-A,Quality Check,QC,QA-05,2024-06-11 08:55:00,30
WO-0033,PART-3564,Valve Body,Line-B,Surface Prep,PREP,Prep-03,2024-06-11 08:59:00,42
WO-0250,PART-7974,Bracket,Line-A,CNC Machining,CNC,CNC-12,2024-06-11 09:10:00,58
WO-0183,PART-6918,Manifold,Line-B,CNC Machining,CNC,CNC-19,2024-06-11 09:21:00,96
WO-0050,PART-9408,Bracket,Line-A,Surface Prep,PREP,Prep-03,2024-06-11 09:24:00,30
WO-0033,PART-3564,Valve Body,Line-B,Assembly,ASM,Cell-01,2024-06-11 09:45:00,127
WO-0089,PART-5272,Manifold,Line-A,Packaging,PKG,Pack-02,2024-06-11 09:48:00,26
WO-0050,PART-9408,Bracket,Line-A,Assembly,ASM,Cell-01,2024-06-11 10:09:00,127
WO-0250,PART-7974,Bracket,Line-A,Surface Prep,PREP,Prep-01,2024-06-11 10:23:00,34
WO-0088,PART-6417,Pump Housing,Line-C,Cutting,CUT,Laser-02,2024-06-11 10:37:00,20
WO-0176,PART-2181,Pump Housing,Line-A,Cutting,CUT,Laser-01,2024-06-11 10:47:00,24
WO-0183,PART-6918,Manifold,Line-B,Surface Prep,PREP,Prep-03,2024-06-11 11:07:00,41
WO-0088,PART-6417,Pump Housing,Line-C,CNC Machining,CNC,CNC-19,2024-06-11 11:08:00,102
WO-0250,PART-7974,Bracket,Line-A,Assembly,ASM,Cell-04,2024-06-11 11:17:00,103
WO-0176,PART-2181,Pump Housing,Line-A,CNC Machining,CNC,CNC-19,2024-06-11 11:18:00,62
WO-0089,PART-5272,Manifold,Line-A,Shipment,SHIP,Dock-01,2024-06-11 11:25:00,0
WO-0297,PART-9821,Rotor,Line-A,Cutting,CUT,Laser-02,2024-06-11 11:43:00,52
WO-0033,PART-3564,Valve Body,Line-B,Quality Check,QC,QA-02,2024-06-11 12:02:00,60
WO-0183,PART-6918,Manifold,Line-B,Assembly,ASM,Cell-04,2024-06-11 12:08:00,109
WO-0176,PART-2181,Pump Housing,Line-A,Surface Prep,PREP,Prep-01,2024-06-11 12:24:00,33
WO-0050,PART-9408,Bracket,Line-A,Quality Check,QC,QA-02,2024-06-11 12:33:00,48
WO-0297,PART-9821,Rotor,Line-A,CNC Machining,CNC,CNC-19,2024-06-11 12:45:00,32
WO-0088,PART-6417,Pump Housing,Line-C,Surface Prep,PREP,Prep-03,2024-06-11 12:58:00,20
WO-0176,PART-2181,Pump Housing,Line-A,Assembly,ASM,Cell-02,2024-06-11 13:07:00,92
WO-0250,PART-7974,Bracket,Line-A,Quality Check,QC,QA-05,2024-06-11 13:09:00,52
WO-0033,PART-3564,Valve Body,Line-B,Packaging,PKG,Pack-01,2024-06-11 13:17:00,13
WO-0050,PART-9408,Bracket,Line-A,Packaging,PKG,Pack-01,2024-06-11 13:25:00,20
WO-0088,PART-6417,Pump Housing,Line-C,Assembly,ASM,Cell-02,2024-06-11 13:33:00,105
WO-0297,PART-9821,Rotor,Line-A,Surface Prep,PREP,Prep-01,2024-06-11 13:34:00,33
WO-0183,PART-6918,Manifold,Line-B,Quality Check,QC,QA-05,2024-06-11 14:04:00,44
WO-0250,PART-7974,Bracket,Line-A,Packaging,PKG,Pack-02,2024-06-11 14:16:00,27
WO-0297,PART-9821,Rotor,Line-A,Assembly,ASM,Cell-04,2024-06-11 14:19:00,88
WO-0033,PART-3564,Valve Body,Line-B,Shipment,SHIP,Dock-01,2024-06-11 14:36:00,0
WO-0098,PART-6269,Rotor,Line-B,Cutting,CUT,Laser-02,2024-06-11 14:38:00,36
WO-0176,PART-2181,Pump Housing,Line-A,Quality Check,QC,QA-05,2024-06-11 14:55:00,60
WO-0079,PART-3610,Manifold,Line-C,Cutting,CUT,Laser-01,2024-06-11 14:56:00,21
WO-0183,PART-6918,Manifold,Line-B,Packaging,PKG,Pack-01,2024-06-11 15:01:00,28
WO-0009,PART-6804,Manifold,Line-B,Cutting,CUT,Laser-01,2024-06-11 15:03:00,26
WO-0050,PART-9408,Bracket,Line-A,Shipment,SHIP,Dock-01,2024-06-11 15:18:00,0
WO-0088,PART-6417,Pump Housing,Line-C,Quality Check,QC,QA-02,2024-06-11 15:22:00,45
WO-0079,PART-3610,Manifold,Line-C,CNC Machining,CNC,CNC-15,2024-06-11 15:31:00,94
WO-0098,PART-6269,Rotor,Line-B,CNC Machining,CNC,CNC-15,2024-06-11 15:32:00,93
WO-0214,PART-4419,Manifold,Line-A,Cutting,CUT,Laser-02,2024-06-11 15:37:00,55
WO-0009,PART-6804,Manifold,Line-B,CNC Machining,CNC,CNC-12,2024-06-11 15:43:00,73
WO-0183,PART-6918,Manifold,Line-B,Manual Repair,ASM,Cell-02,2024-06-11 15:47:00,62
WO-0297,PART-9821,Rotor,Line-A,Quality Check,QC,QA-02,2024-06-11 16:01:00,40
WO-0250,PART-7974,Bracket,Line-A,Shipment,SHIP,Dock-01,2024-06-11 16:08:00,0
WO-0176,PART-2181,Pump Housing,Line-A,Packaging,PKG,Pack-01,2024-06-11 16:10:00,20
WO-0088,PART-6417,Pump Housing,Line-C,Packaging,PKG,Pack-02,2024-06-11 16:14:00,14
WO-0176,PART-2181,Pump Housing,Line-A,Manual Repair,ASM,Cell-01,2024-06-11 16:44:00,116
WO-0214,PART-4419,Manifold,Line-A,CNC Machining,CNC,CNC-12,2024-06-11 16:45:00,120
WO-0088,PART-6417,Pump Housing,Line-C,Shipment,SHIP,Dock-01,2024-06-11 16:50:00,0
WO-0297,PART-9821,Rotor,Line-A,Packaging,PKG,Pack-01,2024-06-11 16:58:00,13
WO-0009,PART-6804,Manifold,Line-B,Surface Prep,PREP,Prep-01,2024-06-11 17:05:00,21
WO-0098,PART-6269,Rotor,Line-B,Surface Prep,PREP,Prep-03,2024-06-11 17:10:00,40
WO-0269,PART-7152,Pump Housing,Line-A,Cutting,CUT,Laser-01,2024-06-11 17:13:00,47
WO-0079,PART-3610,Manifold,Line-C,Surface Prep,PREP,Prep-03,2024-06-11 17:14:00,21
WO-0079,PART-3610,Manifold,Line-C,Assembly,ASM,Cell-02,2024-06-11 17:38:00,46
WO-0009,PART-6804,Manifold,Line-B,Assembly,ASM,Cell-01,2024-06-11 17:45:00,97
WO-0183,PART-6918,Manifold,Line-B,Shipment,SHIP,Dock-01,2024-06-11 17:53:00,0
WO-0098,PART-6269,Rotor,Line-B,Assembly,ASM,Cell-02,2024-06-11 18:02:00,66
WO-0269,PART-7152,Pump Housing,Line-A,CNC Machining,CNC,CNC-15,2024-06-11 18:08:00,108
WO-0297,PART-9821,Rotor,Line-A,Shipment,SHIP,Dock-01,2024-06-11 18:16:00,0
WO-0079,PART-3610,Manifold,Line-C,Quality Check,QC,QA-05,2024-06-11 18:41:00,58
WO-0176,PART-2181,Pump Housing,Line-A,Material Hold,HOLD,Planner,2024-06-11 18:59:00,436
WO-0052,PART-7132,Pump Housing,Line-C,Cutting,CUT,Laser-02,2024-06-11 19:00:00,25
WO-0214,PART-4419,Manifold,Line-A,Surface Prep,PREP,Prep-01,2024-06-11 19:06:00,23
WO-0098,PART-6269,Rotor,Line-B,Quality Check,QC,QA-02,2024-06-11 19:20:00,46
WO-0020,PART-1400,Valve Body,Line-A,Cutting,CUT,Laser-02,2024-06-11 19:29:00,49
WO-0052,PART-7132,Pump Housing,Line-C,CNC Machining,CNC,CNC-12,2024-06-11 19:30:00,77
WO-0009,PART-6804,Manifold,Line-B,Quality Check,QC,QA-05,2024-06-11 19:37:00,31
WO-0079,PART-3610,Manifold,Line-C,Packaging,PKG,Pack-01,2024-06-11 19:50:00,27
